paper_id,doi,title,year,journal,authors,abstract_keywords
181,10.1002/aoc.3115,Direct synthesis of hierarchically porous TS‐1 through a solvent‐evaporation route and its application as an oxidation catalyst,2014,,,"['visible diffusive reflectance spectroscopy', 'synthesize hierarchically porous titanosilicalite', '1 exhibits improved activity']"
182,10.1002/aoc.4594,"Green synthesis and characterization of palladium nanoparticles supported on zeolite Y by sonochemical method, powerful and efficient catalyst for Suzuki‐Miyaura coupling of aryl halides with phenylboronic acid",2018,,,"['environmental compatible ultrasound method', 'ray diffraction ), sem', 'ray ), bet']"
183,10.1002/aoc.4711,The success of dual‐functional templating for synthesizing hierarchical analcime zeolite,2019,,,"['innovative hierarchical analcime zeolites', 'hierarchical analcime zeolites', 'hierarchical analcime zeolite']"
184,10.1002/aoc.5932,Highly shape‐selective Zn‐P/HZSM‐5 zeolite catalyst for methanol conversion to light aromatics,2020,,,"['weight hourly space velocity', 'lower outer surface acidity', 'lower strong acid sites']"
185,10.1002/app.24041,Enhanced gas separation properties by using nanostructured PES‐Zeolite 4A mixed matrix membranes,2006,,,"['zeolite 4a nanocrystals', 'crosized zeolite 4a', 'using sem']"
186,10.1002/app.25976,Preparation and characterization of zeolite beta–polyurethane composite membranes,2007,,,"['higher stability towards thermal', 'two different loading contents', 'calcined zeolite beta particles']"
187,10.1002/app.29361,Preparation and permeation characterization of β‐zeolite‐incorporated composite membranes,2009,,,"['30 wt %, respectively', 'gas permeation results demonstrated', 'incorporated polymer composite membranes']"
188,10.1002/app.40679,"Effect of gas permeation temperature and annealing procedure on the performance of binary and ternary mixed matrix membranes of polyethersulfone, SAPO‐34, and 2‐hydroxy 5‐methyl aniline",2014,,,"['34 binary mmms exhibited', 'highest ideal selectivity', 'gas separation performance']"
189,10.1002/app.42460,Preparation and characterization of Silicalite‐1/PDMS surface sieving pervaporation membrane for separation of ethanol/water mixture,2015,,,"['section view sem images', 'whereas permeation flux decreases', 'pdms surface sieving membranes']"
190,10.1002/app.47640,Low‐methoxyl pectin–zeolite hydrogels controlling drug release promote in vitro wound healing,2019,,,"['good oxygen transmission rate', 'controlled drug delivery properties', 'effective wound dressing materials']"
191,10.1002/app.48561,Functionalized faujasite zeolite immobilized on poly(lactic acid) composite fibers to remove dyes from aqueous media,2020,,,"['produced increasing pla concentration', 'fau particles concentration effect', 'pla composite fibers allowed']"
192,10.1002/asia.200900048,Reverse‐Selective Microporous Membrane for Gas Separation,2009,,,"['bigger molecules selectively permeate', 'bigger polar molecules', 'na cation occluded']"
193,10.1002/asia.201700303,Targeted Synthesis of Ultrastable High‐Silica RHO Zeolite Through Alkali Metal–Crown Ether Interaction,2017,,,
194,10.1002/asia.201800178,"Organic‐Free, ZnO‐Assisted Synthesis of Zeolite FAU with Tunable SiO2/Al2O3 Molar Ratio",2018,,,"['lower co2 adsorption heat', 'zinc species may suppress', 'zinc species contributes']"
195,10.1002/asia.201800596,Selectivity Control on Hydrogenation of Substituted Nitroarenes through End‐On Adsorption of Reactants in Zeolite‐Encapsulated Platinum Nanoparticles,2018,,,"['exhibit excellent catalytic selectivity', 'separately adsorbed nitro group', 'adsorbed chloro group']"
196,10.1002/asia.201800930,Rational Synthesis of Chabazite (CHA) Zeolites with Controlled Si/Al Ratio and Their CO2/CH4/N2 Adsorptive Separation Performances,2018,,,"['ideal adsorbed solution theory', 'ideal selectivities calculated', 'equilibrium selectivities predicted']"
197,10.1002/asia.201801069,Assembly of Sub‐Crystals on the Macroscale and Construction of Composite Building Units on the Microscale for SAPO‐34,2018,,,"['different crystallization times revealed', 'different crystallization stages', 'resolved characterization methods']"
198,10.1002/asia.201801904,Ionothermal Synthesis of Germanosilicate Zeolites Constructed with Double‐Four‐Ring Structure‐Building Units in the Presence of Organic Base,2019,,,
199,10.1002/bkcs.11716,Design and Synthesis of Acid‐resistant Zeolite T/NaY Composite Membrane for Water/Ethanol Separation,2019,,,"['9 wt %, whereas', 'composite membrane reaches 4', 'nay composite membrane']"
200,10.1002/cctc.200900152,Highly Enhanced Phenol Hydroxylation in [h0h]‐Oriented Fe–ZSM‐5 Membranes,2009,,,"['new seeded growth method', 'two important diphenol isomers', 'h0h ]- oriented fe']"
201,10.1002/cctc.201000113,Plasma Synthesis of Highly Dispersed Metal Clusters Confined in Nanosized Zeolite,2010,,,"['operando ftir study confirms', 'bea zeolite results', 'bea zeolite pores']"
202,10.1002/cctc.201000213,The Effect of Organic Impurities Originating from the Incomplete Combustion of Organic Templates on the Methanol‐to‐Olefins Reaction over SAPO‐46,2010,,,"['see figure ),', 'hydrocarbon pool mechanism', 'organic template']"
203,10.1002/cctc.201000372,Highly Efficient Alcohol Oxidation on Nanoporous VSB‐5 Nickel Phosphate Catalyst Functionalized by NaOH Treatment,2011,,,"['simple naoh treatment generates', 'free heterogeneous catalyst', '5 nickel phosphate']"
204,10.1002/cctc.201100107,High‐Temperature Produced Catalytic Sites Selective for n‐Alkane Dehydrogenation in Acid Zeolites: The Case of HZSM‐5,2011,,,"['form stable radical cations', 'new sites activate propane', 'ray powder diffraction']"
205,10.1002/cctc.201100281,Synthesis of Titanium Chabazite: A New Shape Selective Oxidation Catalyst with Small Pore Openings and Application in the Production of Methyl Formate from Methanol,2011,,,"['small pore openings', 'dimensional channel system', 'cha material facilitates']"
206,10.1002/cctc.201300141,Efficient One‐Pot Preparation of Cu‐SSZ‐13 Materials using Cooperative OSDAs for their Catalytic Application in the SCR of NOx,2013,,,"['different synthetic variables permitted', '13 molecular sieves synthesized', 'selective catalytic reduction']"
207,10.1002/cctc.201402048,NH3 Oxidation Mechanism over Cu/SAPO‐34 Catalysts Prepared by Different Methods,2014,,,"['diverse nh3 oxidation degree', 'cu2 +/ cuo ratio', 'scanning electron microscopy']"
208,10.1002/cctc.201500440,Enhanced Catalytic Performance of Titanium Silicalite‐1 in Tuning the Crystal Size in the Range 1200–200 nm in a Tetrapropylammonium Bromide System,2015,,,"['tetrapropylammonium bromide hydrothermal system', 'less important role', '05 wt %.']"
209,10.1002/cctc.201500617,Atomic Observations of Microporous Materials Highly Unstable under the Electron Beam: The Cases of Ti‐Doped AlPO4‐5 and Zn–MOF‐74,2015,,,"['highest resolution micrographs reported', 'ti substitution mechanism could', 'sensitive microporous materials']"
210,10.1002/cctc.201500771,Template Design and Economical Strategy for the Synthesis of SSZ‐13 (CHA‐Type) Zeolite as an Excellent Catalyst for the Selective Catalytic Reduction of NOx by Ammonia,2015,,,"['attracted wide attention recently', 'synthesized using choline chloride', 'potential energy distribution calculations']"
211,10.1002/cctc.201500837,OSDA‐Free Zeolite Beta with High Aluminum Content Efficiently Catalyzes a Tandem Reaction for Conversion of Glucose to 5‐Hydroxymethylfurfural,2015,,,"['showed superior catalytic performance', 'original bronsted acid sites', 'sufficient lewis acid sites']"
212,10.1002/cctc.201501426,Ullmann Coupling Reaction of Nitro‐Substituted Aryl Halides with Phenols under Mild Conditions: Micro‐/Mesoporous Hierarchical LaAlPO‐5 Zeolite Catalyst,2016,,,"['attractive ullmann coupling reactions', 'ullmann coupling reactions', 'substituted aryl halides']"
213,10.1002/cctc.201601127,Construction of Acid–Base Synergetic Sites on Mg‐bearing BEA Zeolites Triggers the Unexpected Low‐Temperature Alkylation of Phenol,2017,,,"['preliminary mechanistic analysis reveals', 'basic synergetic catalytic sites', 'uniform microporous channels']"
214,10.1002/cctc.201601159,The Potential of Cu‐SAPO‐44 in the Selective Catalytic Reduction of NOx with NH3,2016,,,"['selective catalytic reduction', 'exhibits excellent activity', 'wide temperature window']"
215,10.1002/cctc.201601236,MFI Acid Catalysts with Different Crystal Sizes and Porosity for the Conversion of Furanic Compounds in Alcohol Media,2017,,,"['materials featuring different morphological', 'fairly good catalytic stability', 'benchmark solid acid catalyst']"
216,10.1002/cctc.201601294,"Renewable p‐Xylene from 2,5‐Dimethylfuran and Ethylene Using Phosphorus‐Containing Zeolite Catalysts",2017,,,"['solid phosphoric acid catalysts', 'major commodity chemical used', 'highest yields reported previously']"
217,10.1002/cctc.201601627,Iron‐Containing SSZ‐39 (AEI) Zeolite: An Active and Stable High‐Temperature NH3‐SCR Catalyst,2017,,,
218,10.1002/cctc.201700062,Biomass‐assisted Zeolite Syntheses as a Tool for Designing New Acid Catalysts,2017,,,"['using biomass residues', 'modified chemical composition', 'mainly ), aluminas']"
219,10.1002/cctc.201700162,Baeyer–Villiger Oxidation of Cyclic Ketones by Using Tin–Silica Pillared Catalysts,2017,,,"['mesoporous ordered silica catalysts', 'ms 37 %, ipc', 'aqueous hydrogen peroxide']"
220,10.1002/cctc.201700916,"On the Role of Acidity in Bulk and Nanosheet [T]MFI (T=Al3+, Ga3+, Fe3+, B3+) Zeolites in the Methanol‐to‐Hydrocarbons Reaction",2017,,,"['substituted zeolite samples displayed', 'lower tendency toward coking', 'containing mfi zeolite exhibited']"
221,10.1002/cctc.201701848,Direct Production of Iso‐Paraffins from Syngas over Hierarchical Cobalt‐ZSM‐5 Nanocomposites Synthetized by using Carbon Nanotubes as Sacrificial Templates,2018,,,"['enhanced diffusion favoring removal', 'tropsch reaction rates normalized', 'zeolite mesoporous volume increased']"
222,10.1002/cctc.201800040,Pd Nanoparticles Encapsulated in FER Zeolite through a Layer Reassembling Strategy as Shape‐selective Hydrogenation Catalyst,2018,,,"['zeolites bearing distinct shape', 'dimensional layered zeolite systems', 'dimensional zeolites followed']"
223,10.1002/cctc.201800169,Selective Catalytic Reduction of NOx with Ammonia over Copper Ion Exchanged SAPO‐47 Zeolites in a Wide Temperature Range,2018,,,"['confirmed using synchrotron x', 'active lewis acid sites', 'bronsted acid sites']"
224,10.1002/cctc.201800650,Ethylene Oligomerization to Select Oligomers on Ni‐ETS‐10,2018,,,"['load divalent transition metal', '2 charge per zn', 'divalent transition metal cations']"
225,10.1002/cctc.201801234,A New Insight into Active Cu2+ Species Properties in One‐Pot Synthesized Cu‐SSZ‐13 Catalysts for NOx Reduction by NH3,2018,,,"['xrd rietveld refinement coupled', 'gas hourly space velocity', '490 degc ), adaptability']"
226,10.1002/cctc.201900054,Efficient Production of Furanic Diether in a Continuous Fixed Bed Reactor,2019,,,"['bemf selectivity via suppressing', 'three commercial catalysts', 'outstanding catalytic performance']"
227,10.1002/cctc.201900298,Mordenite Nanorods Prepared by an Inexpensive Pyrrolidine‐based Mesoporogen for Alkane Hydroisomerization,2019,,,"['like crystals oriented along', 'optimized hierarchical mordenite prepared', 'bulk mor prepared solely']"
228,10.1002/cctc.201900412,Enhanced Performance for Selective Catalytic Reduction of NOx with NH3 over Nanosized Cu/SAPO‐34 Catalysts,2019,,,"['situ prepared nanosized cu', 'situ method maintain', 'situ hydrothermal method']"
229,10.1002/cctc.201900596,Evolution of Zn Species on Zn/HZSM‐5 Catalyst under H2 Pretreated and its Effect on Ethylene Aromatization,2019,,,"['ray absorption fine structure', '300 degc ), zn', 'edge extended x']"
230,10.1002/cctc.201901042,Effect of Si/Al Ratio on the Catalytic Activity of Two‐Dimensional MFI Nanosheets in Aromatic Alkylation and Alcohol Etherification,2019,,,"['single component adsorption isotherms', 'benzyl alcohol takes place', '2d mfi nanosheet materials']"
231,10.1002/cctc.201901556,Selective Self‐Condensation of Butanal over Zr‐BEA Zeolites,2020,,,"['formed via cannizzaro disproportionation', 'fully condensed closed sites', 'partially hydrolyzed open zr']"
232,10.1002/cctc.201901567,Insights into Redox Dynamics of Vanadium Species Impregnated in Layered Siliceous Zeolitic Structures during Methanol Oxidation Reactions,2020,,,"['supported transition metal catalysts', 'oxidation state dynamic behavior', 'developing improved heterogeneous catalysts']"
233,10.1002/cctc.201901819,Flash Catalytic Pyrolysis of Polyethylene over (Alumino)silicate Materials,2020,,,"['25 wt .%', 'light liquid fractions', 'al containing catalyst']"
234,10.1002/cctc.201902036,Spotlight on Large Surface Copper Cluster Role of Cu‐SAPO‐34 Catalyst in Standard NH3‐SCR Performances,2020,,,"['different copper cluster configurations', 'copper incorporation method', 'two preparation methods']"
235,10.1002/cctc.202000024,In Situ Spectroscopic Studies on the Redox Cycle of NH3−SCR over Cu−CHA Zeolites,2020,,,"['2 ]+ complex coexist', 'oxidant feed gas demonstrate', 'reoxidation using different mixtures']"
236,10.1002/cctc.202001241,Confining Pore‐mouth: an Efficient Way to Increase the Selectivity to Ethylene in the MTO Reaction,2020,,,"['chemical liquid deposition modification', 'chemical liquid deposition', 'pore aperture size']"
237,10.1002/cctc.202001533,Stability of Cobalt Particles In and Outside HZSM‐5 under CO Hydrogenation Conditions Studied by ex situ and in situ Electron Microscopy,2021,,,"['sinter stable catalysts suitable', 'situ environmental tem experiments', 'co hydrogenation conditions indicate']"
238,10.1002/ceat.202000066,Structural Effects of HZSM‐5 Zeolite on Methanol‐to‐Propylene Reaction,2020,,,"['initial gel composition', 'external surface area', 'synthesized using n']"
239,10.1002/ceat.202000087,Practical Application of Hierarchical Beta Zeolite in a Vacuum Gas Oil Hydrocracking Catalyst,2020,,,"['containing microporous beta zeolite', 'scale hierarchical beta zeolite', 'hierarchical beta zeolite']"
240,10.1002/celc.201500095,Nanocrystalline Titanosilicate–Acetylcholinesterase Electrochemical Biosensor for the Ultra‐Trace Detection of Toxic Organophosphate Pesticides,2015,,,"['based acetylcholinesterase biosensor exhibited', 'electrochemical biosensors based', 'based biosensors investigated']"
241,10.1002/celc.201801148,Size Tunable Zeolite‐Templated Carbon as Microporous Sulfur Host for Lithium‐Sulfur Batteries,2019,,,"['smaller ztc particles lead', 'smaller ztc particle delivers', 'uniform li2s deposition']"
242,10.1002/chem.200305238,SSZ‐53 and SSZ‐59: Two Novel Extra‐Large Pore Zeolites,2003,,,"['dimensional channel system delimited', 'constraint index tests ),', 'trimethyl ammonium cation']"
243,10.1002/chem.200306064,"Fine Structures of Zeolite‐Linde‐L (LTL): Surface Structures, Growth Unit and Defects",2004,,,"['atomistic computer simulation concur', 'rotational defect structures reveals', 'slightly energetically unfavourable']"
244,10.1002/chem.200390095,"Synthesis and Crystal Structure of IM‐6, a New Open Framework Cobalt–Gallium Phosphate with Ten‐ and Twelve‐Membered Pore Openings",2003,,,
